Date ,Time,Amount,Transaction Type,Device Type,Country,Region,Ip_Address,Is Foreign Transaction?,Is High Risk Country,Has Fraud History,Device Trust Score,User Age,User Tenure,Numer of Previous transactions,Average Transaction Amount,Time since last transaction,Risk Score,Transaction Amount (z Score),Is Fraud
18-03-2025,00:06:00,297.16,deposit,mobile,Argentina,South America,160.218.45.177,1,0,0,0.6,26,122,193,111.43,652.56,237.728,1.499326608,0
17-05-2025,00:35:00,180.88,deposit,tablet,Russia,Europe/Asia,155.5.255.151,1,0,0,0.75,60,20,281,71.9,901.43,90.44,0.520267124,0
11-03-2025,19:52:00,6.96,withdrawal,mobile,Japan,Asia,140.153.198.208,1,0,0,0.76,29,60,62,82.14,167.27,3.3408,-0.944112179,0
22-05-2025,06:46:00,89.35,transfer,mobile,India,Asia,175.12.15.232,1,0,0,0.89,31,21,661,140.74,221.9,19.657,-0.250401216,0
29-06-2025,07:51:00,10.45,deposit,tablet,India,Asia,77.36.62.69,1,0,0,0.68,32,126,307,111.64,116,6.688,-0.914726923,0
21-06-2025,12:28:00,217.89,withdrawal,desktop,United States,North America,197.15.188.88,1,0,0,0.47,22,94,98,132.73,689.44,230.9634,0.831885558,0
20-02-2025,23:35:00,113.92,purchase,desktop,Canada,North America,132.203.30.27,1,0,0,0.83,59,153,579,111.51,213.97,38.7328,-0.043525644,0
22-03-2025,22:35:00,22.71,purchase,tablet,South Africa,Africa,8.163.62.226,1,0,0,0.47,35,47,369,122.68,1197.9,24.0726,-0.811499633,0
28-04-2025,05:54:00,2.52,transfer,desktop,Brazil,South America,52.14.157.187,1,0,0,0.69,25,81,438,105.13,1041.59,1.5624,-0.981496287,1
26-04-2025,13:46:00,3.85,deposit,desktop,China,Asia,213.93.233.240,1,0,0,0.5,25,40,263,30.78,911.99,3.85,-0.970297895,0
06-01-2025,21:09:00,84.96,transfer,desktop,South Africa,Africa,184.142.41.197,1,0,0,1,42,179,523,131.4,132.14,0,-0.287364332,0
19-04-2025,03:04:00,159.08,deposit,desktop,Germany,Europe,218.64.66.107,0,0,0,0.57,21,87,479,91.98,25.78,68.4044,0.33671452,0
14-03-2025,23:28:00,15.45,withdrawal,tablet,Argentina,South America,104.52.173.17,1,0,0,0.76,68,149,858,94.25,331.79,7.416,-0.872627702,0
07-01-2025,09:35:00,30.01,purchase,desktop,Germany,Europe,201.119.64.103,0,0,0,0.72,43,7,791,86.15,619.99,8.4028,-0.75003477,0
22-05-2025,04:35:00,47.57,purchase,desktop,Singapore,Asia,203.63.221.82,1,0,0,0.5,28,134,976,97.89,131.35,47.57,-0.602182306,0
28-02-2025,02:25:00,29.52,purchase,tablet,Argentina,South America,1.163.8.217,1,0,0,0.97,23,3,242,75.14,986.81,1.7712,-0.754160494,0
25-04-2025,10:02:00,59.58,purchase,tablet,Indonesia,Asia,5.73.21.122,1,0,0,0.85,50,169,467,151.22,724.89,17.874,-0.501059977,0
21-06-2025,01:38:00,98.41,transfer,desktop,Japan,Asia,222.67.41.119,1,0,0,0.68,39,139,148,102.67,297.98,62.9824,-0.174117427,0
30-04-2025,06:23:00,138.6,deposit,mobile,Japan,Asia,67.156.144.94,1,0,0,0.55,46,150,954,79.6,37.23,124.74,0.164276111,0
08-06-2025,22:30:00,398.16,transfer,tablet,Singapore,Asia,130.165.204.37,1,0,0,0.59,22,178,119,77.97,669.35,326.4912,2.349730872,0
06-03-2025,08:18:00,320.57,withdrawal,tablet,France,Europe,15.29.153.223,1,0,0,0.49,18,48,330,87.71,39.31,326.9814,1.69643516,0
30-01-2025,03:05:00,101.31,purchase,desktop,France,Europe,201.20.23.24,1,0,0,0.71,39,53,812,115.73,222.07,58.7598,-0.149699879,0
16-06-2025,19:28:00,158.98,deposit,mobile,Canada,North America,185.190.42.197,1,0,0,0.79,52,170,120,155.16,5.83,66.7716,0.335872536,0
14-02-2025,01:45:00,361.6,transfer,tablet,Nigeria,Africa,200.67.8.34,1,0,0,0.93,73,9,185,85.18,50.38,50.624,2.041901368,0
16-05-2025,06:23:00,10.46,deposit,tablet,South Korea,Asia,138.76.175.239,1,0,1,0.87,48,84,622,125.67,248.85,2.7196,-0.914642725,0
03-01-2025,23:15:00,0.68,transfer,tablet,Saudi Arabia,Middle East,182.41.59.28,1,1,0,0.88,20,2,534,101.54,0.45,1.1632,-0.996988801,0
28-01-2025,17:39:00,3.63,deposit,mobile,UAE,Middle East,130.112.165.159,1,0,0,0.81,20,63,983,56.13,49.24,1.3794,-0.97215026,0
18-01-2025,23:14:00,99.43,deposit,tablet,Russia,Europe/Asia,14.160.160.30,1,0,0,0.8,24,90,776,101.67,74.8,39.772,-0.165529186,0
16-02-2025,12:01:00,172.68,purchase,tablet,Canada,North America,46.137.190.235,1,0,0,0.72,18,23,103,114.61,13.11,96.7008,0.451224402,0
11-02-2025,21:21:00,54.89,transfer,mobile,Germany,Europe,167.113.131.57,0,0,0,0.86,59,78,13,117.38,260.02,7.6846,-0.540549047,0
21-03-2025,00:56:00,94.56,withdrawal,tablet,Australia,Oceania,139.225.15.74,1,0,0,0.66,41,87,333,118.79,433.07,64.3008,-0.206533827,0
25-02-2025,15:53:00,87.17,deposit,mobile,South Korea,Asia,150.217.19.165,1,0,0,0.74,69,76,903,79.37,11.48,45.3284,-0.268756476,0
07-05-2025,11:20:00,11.95,withdrawal,mobile,Mexico,North America,59.175.231.31,1,0,0,0.77,54,4,285,120.39,161.49,5.497,-0.902097157,0
19-06-2025,15:00:00,46.56,purchase,mobile,United Kingdom,Europe,80.163.71.152,1,0,0,0.86,47,92,941,44.5,234.74,13.0368,-0.610686349,0
18-03-2025,07:25:00,2.36,withdrawal,desktop,South Africa,Africa,44.49.60.163,1,0,0,0.67,49,52,777,111.17,221.65,1.5576,-0.982843463,0
11-06-2025,06:45:00,14.08,deposit,tablet,Nigeria,Africa,161.143.98.181,1,0,0,1,49,53,858,65.35,199.03,0,-0.884162889,0
03-01-2025,16:44:00,200.47,deposit,tablet,Japan,Asia,19.58.63.108,1,0,0,1,38,54,134,132.69,30.13,0,0.685211872,0
26-01-2025,16:37:00,212.22,deposit,tablet,United Kingdom,Europe,71.234.12.172,1,0,0,0.51,65,52,545,110.82,85.83,207.9756,0.784145041,0
05-05-2025,13:21:00,194.31,transfer,mobile,Singapore,Asia,204.212.99.164,1,0,0,0.82,33,39,285,59.86,788.27,69.9516,0.633345632,0
10-06-2025,22:20:00,155.71,withdrawal,desktop,United Kingdom,Europe,201.143.108.150,1,0,1,0.94,21,124,851,105.86,60.71,18.6852,0.308339645,0
27-05-2025,19:32:00,189.19,transfer,mobile,Japan,Asia,77.227.159.61,1,1,0,0.67,34,36,800,105.99,459.94,125.8654,0.590236029,0
01-05-2025,15:09:00,133.4,deposit,tablet,Singapore,Asia,216.228.89.62,1,1,0,0.84,30,111,917,93.11,47.7,43.688,0.120492921,0
14-04-2025,12:17:00,132.98,deposit,mobile,United Kingdom,Europe,157.244.128.227,1,1,0,0.66,52,127,697,107.03,405.79,91.4264,0.116956587,0
11-04-2025,18:11:00,132.08,purchase,desktop,Nigeria,Africa,162.121.157.32,1,0,0,0.66,57,78,273,111.12,340.74,89.8144,0.109378727,0
26-04-2025,02:35:00,86.6,purchase,tablet,Argentina,South America,146.56.115.122,1,0,0,0.73,51,116,610,81.11,1456.3,46.764,-0.273555787,0
27-02-2025,18:34:00,54.18,deposit,mobile,India,Asia,164.48.232.146,1,0,0,0.6,73,31,467,64.19,50.08,43.344,-0.546527136,0
13-03-2025,17:43:00,157.21,transfer,desktop,Argentina,South America,207.15.225.57,1,0,0,0.72,28,161,829,69.4,96.88,88.0376,0.320969412,0
06-01-2025,20:19:00,42.57,transfer,mobile,Brazil,South America,8.11.158.248,1,0,0,0.6,53,9,843,94.36,554.83,34.056,-0.644281527,0
10-03-2025,15:51:00,93.94,deposit,mobile,Russia,Europe/Asia,192.52.63.204,1,0,0,0.75,42,22,60,125.7,244.29,46.97,-0.211754131,0
17-04-2025,00:29:00,68.16,withdrawal,tablet,Argentina,South America,218.171.91.107,1,0,0,0.76,57,164,676,72.03,119.94,32.7168,-0.428817714,0
16-06-2025,01:41:00,38.86,transfer,desktop,Australia,Oceania,202.46.205.24,1,0,0,0.78,47,94,374,81.92,48.93,17.0984,-0.675519149,0
04-03-2025,02:08:00,441.19,deposit,mobile,India,Asia,222.198.195.84,1,0,0,0.82,30,9,663,116.08,244.61,158.8284,2.712036768,0
02-03-2025,15:40:00,35.93,purchase,desktop,Argentina,South America,211.76.214.251,1,0,0,0.79,41,73,767,97.99,197.69,15.0906,-0.700189293,0
15-04-2025,09:10:00,44.4,deposit,tablet,South Korea,Asia,8.14.53.240,1,0,0,0.87,53,64,343,38.3,84.88,11.544,-0.628873212,0
04-05-2025,07:02:00,21.15,transfer,tablet,United States,North America,78.25.223.163,1,0,0,0.66,51,140,354,107.18,297.28,14.382,-0.82463459,0
15-06-2025,09:17:00,207.78,deposit,tablet,Japan,Asia,109.37.249.89,1,0,0,0.89,25,144,995,93.58,344.31,45.7116,0.746760933,0
03-03-2025,08:10:00,106,withdrawal,desktop,UAE,Middle East,132.179.68.142,1,0,0,0.81,72,101,401,68.47,242.41,40.28,-0.11021081,0
23-03-2025,18:35:00,113.93,withdrawal,desktop,Saudi Arabia,Middle East,207.82.222.48,1,0,0,0.73,35,9,269,75.3,328.79,61.5222,-0.043441445,0
02-06-2025,08:20:00,206.15,transfer,mobile,Argentina,South America,94.198.79.28,1,0,0,0.67,24,162,736,109.39,88.54,136.059,0.733036587,0
25-06-2025,01:30:00,50.39,deposit,desktop,Japan,Asia,201.236.221.247,1,0,0,0.51,66,95,849,121.29,704.81,49.3822,-0.578438346,0
24-03-2025,11:36:00,25.83,withdrawal,tablet,Mexico,North America,52.185.229.180,1,0,0,0.58,63,7,262,70.56,16.33,21.6972,-0.785229719,0
02-04-2025,01:18:00,26.54,withdrawal,mobile,Saudi Arabia,Middle East,183.77.244.232,1,0,0,0.99,39,160,756,100.93,56.04,0.5308,-0.77925163,0
08-04-2025,01:52:00,158.29,purchase,desktop,Australia,Oceania,217.153.34.253,1,0,0,0.58,24,177,191,87.98,75.5,132.9636,0.330062843,0
14-03-2025,09:24:00,114.27,transfer,tablet,Australia,Oceania,87.20.4.107,1,0,0,0.65,30,107,683,84.56,919.56,79.989,-0.040578698,0
16-02-2025,22:08:00,27.73,purchase,tablet,South Korea,Asia,56.17.99.252,1,0,0,0.71,19,54,426,110.16,101.37,16.0834,-0.769232015,0
30-01-2025,04:10:00,18.81,purchase,mobile,Indonesia,Asia,202.108.234.141,1,0,0,0.75,61,88,496,92.61,805.78,9.405,-0.844337025,0
09-01-2025,23:52:00,15.43,withdrawal,tablet,Australia,Oceania,1.213.44.235,1,0,0,0.69,19,170,683,96.38,194.37,9.5666,-0.872796099,1
01-02-2025,05:17:00,118.6,deposit,desktop,Russia,Europe/Asia,60.39.255.172,1,0,0,0.84,46,90,996,119.22,379.71,37.952,-0.004120773,0
25-03-2025,06:42:00,0.01,purchase,tablet,Nigeria,Africa,42.152.136.47,1,0,0,0.78,44,90,665,80.62,97.66,0.0044,-1.002630096,0
29-06-2025,08:17:00,2.22,transfer,mobile,Nigeria,Africa,210.130.126.219,1,0,0,0.83,57,1,824,74.36,364.45,0.7548,-0.984022241,0
22-06-2025,16:47:00,59.23,transfer,tablet,China,Asia,210.233.204.62,1,0,0,0.95,35,20,947,145.12,612.89,5.923,-0.504006923,0
28-02-2025,07:32:00,141.07,deposit,tablet,Germany,Europe,186.231.69.221,0,0,0,0.78,19,166,67,132.04,258.28,31.0354,0.185073126,0
27-06-2025,01:13:00,142.51,transfer,desktop,Brazil,South America,49.232.191.136,1,1,0,0.71,70,112,568,97.66,731.98,83.6558,0.197197702,0
07-02-2025,03:24:00,67.48,purchase,desktop,Singapore,Asia,67.251.97.102,1,0,0,0.42,21,12,623,74.96,147.74,78.2768,-0.434543208,0
21-03-2025,21:05:00,140.96,deposit,desktop,Russia,Europe/Asia,27.245.208.93,1,0,0,1,66,50,703,136.03,290.44,0,0.184146944,0
19-03-2025,02:46:00,88.35,transfer,desktop,India,Asia,204.221.137.174,1,0,0,1,63,119,15,92.69,97.9,0,-0.25882106,0
10-01-2025,09:29:00,452.31,transfer,tablet,China,Asia,183.33.46.95,1,0,0,0.94,25,7,447,87.25,48.21,54.2772,2.805665435,0
20-04-2025,08:05:00,21.27,purchase,desktop,Argentina,South America,28.117.130.107,1,0,0,0.78,53,155,302,142.13,53.1,9.3588,-0.823624209,0
12-01-2025,02:54:00,110.16,purchase,tablet,United States,North America,83.234.84.181,1,0,0,0.73,65,78,765,87.34,176.12,59.4864,-0.075184258,0
26-01-2025,17:11:00,81.09,purchase,desktop,Nigeria,Africa,122.168.183.245,1,0,0,0.75,26,13,530,106.98,830.79,40.545,-0.319949129,0
19-05-2025,15:27:00,25.95,purchase,desktop,Australia,Oceania,195.102.71.82,1,0,0,0.8,35,148,522,78.81,105.8,10.38,-0.784219338,1
28-04-2025,11:16:00,166.35,deposit,desktop,Mexico,North America,212.34.29.19,1,0,1,0.87,67,72,645,84.17,29.48,43.251,0.397926788,0
16-05-2025,00:04:00,38.67,deposit,tablet,Argentina,South America,88.189.123.107,1,0,0,0.64,39,110,422,117.74,177.46,27.8424,-0.67711892,0
11-03-2025,00:15:00,57.7,deposit,desktop,South Africa,Africa,128.32.126.192,1,0,0,0.69,62,18,469,110.44,46.04,35.774,-0.516889285,0
04-02-2025,04:42:00,56.37,withdrawal,tablet,United Kingdom,Europe,175.183.77.73,1,0,1,0.7,28,68,172,146.21,70.77,33.822,-0.528087677,0
02-02-2025,19:26:00,33.6,purchase,desktop,Japan,Asia,173.235.34.177,1,0,0,0.83,44,23,129,133.23,727.81,11.424,-0.71980753,0
14-04-2025,13:24:00,67.6,purchase,desktop,Indonesia,Asia,184.199.52.127,1,0,0,0.9,49,68,565,149.35,308.76,13.52,-0.433532827,0
12-06-2025,05:51:00,76.95,deposit,mobile,Nigeria,Africa,203.92.49.120,1,0,0,0.94,19,130,812,149.59,220.39,9.234,-0.354807284,0
17-05-2025,04:30:00,163.61,transfer,desktop,UAE,Middle East,13.53.174.122,1,0,0,0.79,19,172,793,82.35,76.33,68.7162,0.374856415,0
27-04-2025,01:11:00,173.82,transfer,tablet,South Africa,Africa,67.221.86.91,1,0,0,1,47,86,555,69.98,29.43,0,0.460823024,0
14-06-2025,05:44:00,20.72,purchase,mobile,Brazil,South America,75.156.19.187,1,0,1,0.76,39,178,157,146.5,855.6,9.9456,-0.828255123,0
19-01-2025,14:04:00,107.81,purchase,tablet,Indonesia,Asia,158.28.71.153,1,0,0,1,39,59,426,79.05,230.17,0,-0.094970892,0
19-06-2025,02:51:00,271.83,deposit,tablet,Singapore,Asia,183.130.114.45,1,0,0,0.9,41,44,994,101.32,41.8,54.366,1.286051954,0
26-02-2025,22:45:00,13.82,purchase,mobile,China,Asia,193.64.123.202,1,0,0,0.7,44,65,623,91.99,185.84,8.292,-0.886352048,0
15-06-2025,06:20:00,76.85,transfer,desktop,France,Europe,92.176.50.82,1,0,0,1,28,120,443,73.59,286.12,0,-0.355649268,0
05-06-2025,13:57:00,166.52,transfer,mobile,Nigeria,Africa,136.108.166.134,1,0,0,0.54,30,162,595,83.03,348.98,153.1984,0.399358161,0
17-05-2025,08:23:00,113.45,purchase,tablet,Indonesia,Asia,14.112.36.208,1,0,0,0.98,44,159,182,74.06,28.69,4.538,-0.04748297,0
24-06-2025,02:50:00,12.72,deposit,desktop,Brazil,South America,6.142.150.28,1,0,0,0.72,32,142,51,57.96,367.46,7.1232,-0.895613877,0
29-01-2025,19:28:00,60.62,deposit,mobile,China,Asia,23.202.113.75,1,0,1,0.48,65,52,684,86.48,449.08,63.0448,-0.492303339,0
19-04-2025,05:38:00,84.93,transfer,tablet,Argentina,South America,179.238.207.11,1,0,0,1,65,112,310,119,137.48,0,-0.287616927,0
18-05-2025,13:11:00,658.03,deposit,desktop,China,Asia,208.45.39.198,1,0,0,0.81,66,147,951,151.3,332.04,250.0514,4.537795784,0
11-03-2025,06:04:00,23.61,transfer,tablet,Japan,Asia,61.93.94.71,1,0,0,0.72,34,110,787,106.01,31.17,13.2216,-0.803921773,0
12-04-2025,04:32:00,484.94,purchase,desktop,UAE,Middle East,203.136.152.128,1,0,0,0.72,56,29,484,78.27,1535.05,271.5664,3.080404951,0
25-03-2025,03:58:00,56.62,transfer,desktop,Australia,Oceania,111.246.178.26,1,0,0,0.91,26,110,256,123.56,22.47,10.1916,-0.525982716,0
11-01-2025,22:26:00,26.83,purchase,mobile,Singapore,Asia,52.20.42.248,1,0,0,0.77,40,55,765,93.62,68.06,12.3418,-0.776809875,0
24-05-2025,21:07:00,64.15,deposit,desktop,China,Asia,185.178.210.213,1,0,0,1,21,30,512,106.14,426.65,0,-0.462581289,0
07-01-2025,16:24:00,114.23,withdrawal,tablet,Singapore,Asia,208.178.225.167,1,0,0,0.69,74,59,189,135.8,964.92,70.8226,-0.040915492,0
01-02-2025,06:52:00,28.82,withdrawal,desktop,South Korea,Asia,142.99.228.47,1,0,0,0.58,32,86,524,125.36,88.23,24.2088,-0.760054385,0
01-04-2025,15:06:00,41.34,withdrawal,tablet,Germany,Europe,203.204.97.244,0,1,0,0.8,60,53,800,35.93,31.11,9.268,-0.654637936,0
10-03-2025,23:33:00,231.35,transfer,desktop,Nigeria,Africa,149.16.140.172,1,0,0,0.81,48,66,726,108.26,45.71,87.913,0.945216661,0
29-05-2025,04:00:00,830.07,withdrawal,desktop,Japan,Asia,97.196.49.231,1,0,1,0.6,23,39,641,87.54,344.88,664.056,5.98634578,0
08-05-2025,11:42:00,45.96,transfer,mobile,France,Europe,200.241.251.195,1,0,0,0.55,43,25,257,102.18,214.08,41.364,-0.615738255,0
02-06-2025,11:55:00,19.34,deposit,desktop,Singapore,Asia,133.180.27.233,1,0,0,0.63,18,45,741,66.36,644.16,14.3116,-0.839874508,0
01-02-2025,23:36:00,189.1,purchase,desktop,South Korea,Asia,106.251.195.213,1,0,0,0.7,39,8,280,96.36,31.89,113.46,0.589478243,0
14-04-2025,03:13:00,110.09,withdrawal,tablet,United States,North America,212.125.45.206,1,0,0,0.64,47,96,845,62.62,208.8,79.2648,-0.075773647,0
26-02-2025,03:29:00,12.7,transfer,tablet,Japan,Asia,216.89.165.86,1,0,0,0.95,39,108,753,122.09,284.44,1.27,-0.895782274,0
04-01-2025,17:17:00,351.98,deposit,tablet,South Africa,Africa,194.203.206.97,1,0,0,0.71,50,86,305,137.16,595.46,204.1484,1.960902467,0
26-06-2025,07:49:00,9.75,deposit,desktop,Nigeria,Africa,189.11.167.48,1,0,0,0.97,73,123,604,78.64,242.05,0.585,-0.920620814,0
09-06-2025,17:30:00,117.81,withdrawal,tablet,Argentina,South America,25.2.148.224,1,0,0,0.42,22,2,481,145.82,60.46,136.6596,-0.01077245,0
04-05-2025,08:21:00,66.18,deposit,tablet,Nigeria,Africa,114.49.166.43,1,0,0,0.82,53,102,602,121.28,658.97,23.8248,-0.445489006,0
31-05-2025,21:39:00,97.6,deposit,desktop,UAE,Middle East,82.120.109.174,1,0,0,0.79,63,143,273,119.7,602.45,40.992,-0.180937501,0
18-06-2025,09:35:00,28.78,deposit,tablet,Mexico,North America,47.16.127.46,1,0,0,0.94,27,148,281,109.92,619.59,3.4536,-0.760391179,0
22-01-2025,16:19:00,139.81,transfer,mobile,Brazil,South America,185.153.52.131,1,0,0,0.74,18,90,63,121.54,265.23,72.7012,0.174464123,0
26-04-2025,17:49:00,385.43,deposit,mobile,United States,North America,219.109.140.193,1,0,0,0.61,70,139,928,126.09,991.68,300.6354,2.242546255,0
20-04-2025,10:05:00,73.59,deposit,tablet,India,Asia,199.62.17.150,1,0,0,0.79,29,41,2,40.2,243.3,30.9078,-0.38309796,0
23-03-2025,02:50:00,88.82,deposit,tablet,Argentina,South America,79.63.213.88,1,0,0,0.78,66,68,502,115.24,48.29,39.0808,-0.254863733,0
19-02-2025,22:35:00,32.9,deposit,tablet,Canada,North America,50.235.244.236,1,0,0,0.65,20,4,363,152.94,152.99,23.03,-0.725701421,0
14-05-2025,13:06:00,266.93,deposit,desktop,South Africa,Africa,103.250.188.237,1,0,0,0.73,27,48,798,102.54,522.71,144.1422,1.244794717,0
16-01-2025,02:55:00,425.58,transfer,mobile,Brazil,South America,43.45.40.14,1,0,0,0.69,18,1,114,125.13,1150.31,263.8596,2.580603,0
08-04-2025,11:49:00,185.18,deposit,mobile,Australia,Oceania,146.35.220.71,1,0,0,1,36,87,206,87.89,533.21,0,0.556472454,0
22-05-2025,23:40:00,93.91,deposit,tablet,Russia,Europe/Asia,106.101.202.164,1,0,0,0.74,35,61,589,44.56,135.41,48.8332,-0.212006726,0
24-04-2025,05:47:00,377.02,purchase,tablet,South Korea,Asia,35.103.117.152,1,0,0,0.74,62,155,165,76.82,2.95,196.0504,2.171735365,0
13-05-2025,22:00:00,20.05,deposit,desktop,South Korea,Asia,141.204.106.94,1,0,0,0.72,69,71,757,178.3,58.88,11.228,-0.833896419,0
29-03-2025,10:53:00,78.12,deposit,desktop,Australia,Oceania,203.210.179.198,1,0,0,0.7,48,34,75,176.99,11.3,46.872,-0.344956066,0
04-06-2025,23:25:00,92.56,transfer,mobile,Russia,Europe/Asia,143.69.176.10,1,0,0,0.79,72,2,571,90.81,517.5,38.8752,-0.223373516,0
09-03-2025,03:24:00,81.25,deposit,desktop,Brazil,South America,3.27.80.69,1,0,0,0.64,66,151,685,110.67,109.81,58.5,-0.318601954,0
13-02-2025,02:46:00,194.59,transfer,mobile,Canada,North America,201.26.30.28,1,0,0,0.73,72,112,432,141.13,356.32,105.0786,0.635703188,0
10-01-2025,13:54:00,133.19,withdrawal,tablet,China,Asia,212.245.82.53,1,0,0,0.52,39,36,73,102.48,157.57,127.8624,0.118724754,0
25-05-2025,08:48:00,16.25,deposit,tablet,UAE,Middle East,44.106.163.126,1,0,0,0.79,21,138,228,119.48,95.58,6.825,-0.865891827,0
18-04-2025,19:59:00,51.04,purchase,mobile,Saudi Arabia,Middle East,204.27.49.11,1,0,0,0.79,58,88,22,157.9,223.06,21.4368,-0.572965447,0
04-01-2025,14:46:00,49.69,transfer,tablet,Saudi Arabia,Middle East,199.64.211.191,1,0,0,0.58,72,51,836,112.75,201.55,41.7396,-0.584332237,0
18-05-2025,15:45:00,100.06,withdrawal,desktop,Saudi Arabia,Middle East,195.190.193.87,1,0,0,0.84,27,149,991,116.32,519.58,32.0192,-0.160224684,0
05-01-2025,13:28:00,41.35,purchase,tablet,Indonesia,Asia,189.21.9.115,1,0,0,0.7,27,123,171,97.48,357.44,24.81,-0.654553737,0
26-06-2025,20:48:00,14.97,transfer,tablet,China,Asia,53.242.129.250,1,0,0,0.97,32,80,230,78.7,111.5,0.8982,-0.876669227,0
23-06-2025,09:05:00,127.25,withdrawal,mobile,France,Europe,62.28.134.112,1,0,0,0.72,22,146,755,128.42,492.15,71.26,0.06871088,0
05-03-2025,02:21:00,228.49,purchase,desktop,China,Asia,143.160.188.67,1,0,0,0.95,67,23,372,141.54,273.46,22.849,0.921135906,0
22-05-2025,01:12:00,321.9,deposit,desktop,Canada,North America,214.54.16.161,1,0,0,0.85,60,172,489,78.2,124.46,96.57,1.707633553,0
21-04-2025,20:21:00,431.57,purchase,tablet,Indonesia,Asia,39.137.192.206,1,0,0,0.58,62,101,705,42.21,499,362.5188,2.631037866,0
17-02-2025,23:03:00,182.31,purchase,tablet,Saudi Arabia,Middle East,181.5.117.197,1,0,0,0.67,34,115,183,16.91,138.68,120.3246,0.532307501,0
12-05-2025,11:44:00,18.06,purchase,desktop,Nigeria,Africa,49.114.248.253,1,0,0,1,35,149,659,108.66,16.29,0,-0.850651909,0
28-06-2025,06:55:00,230.17,transfer,desktop,United States,North America,189.253.127.180,1,0,0,0.88,74,22,576,98.33,633.28,55.2408,0.935281245,0
05-01-2025,16:36:00,61.29,deposit,mobile,United Kingdom,Europe,201.16.108.19,1,0,0,0.6,65,141,9,151.11,176.45,49.032,-0.486662044,0
29-03-2025,05:13:00,157.08,deposit,tablet,South Korea,Asia,219.208.250.67,1,0,0,0.83,67,62,204,93.34,116.83,53.4072,0.319874832,0
18-05-2025,19:11:00,90.93,transfer,tablet,Russia,Europe/Asia,223.36.47.161,1,0,0,0.65,22,75,935,142.17,734.5,63.651,-0.237097862,0
06-06-2025,00:48:00,211.65,purchase,desktop,Indonesia,Asia,66.240.120.154,1,0,0,0.71,25,70,683,77.26,87.04,122.757,0.77934573,0
21-02-2025,13:58:00,66.51,deposit,mobile,United States,North America,183.182.238.246,1,0,0,0.97,73,73,162,116.2,1053.63,3.9906,-0.442710457,0
17-01-2025,09:20:00,7.65,purchase,desktop,Australia,Oceania,217.43.214.69,1,0,0,0.82,63,148,459,84.44,8.69,2.754,-0.938302487,0
14-03-2025,02:21:00,97.65,deposit,tablet,Germany,Europe,189.52.83.255,0,0,0,0.57,44,103,741,94.33,332.34,41.9895,-0.180516509,0
08-04-2025,18:53:00,22.55,transfer,tablet,South Africa,Africa,216.90.229.82,1,0,0,0.76,42,152,319,15.76,18.46,10.824,-0.812846808,0
04-04-2025,11:16:00,404.08,withdrawal,tablet,Indonesia,Asia,207.137.158.164,1,1,0,0.93,69,170,944,62.58,28.58,57.5712,2.399576349,0
30-01-2025,01:43:00,89.83,purchase,tablet,France,Europe,199.162.127.74,1,0,0,0.81,43,35,687,86.06,971.47,34.1354,-0.24635969,0
05-01-2025,06:30:00,96.77,deposit,mobile,Brazil,South America,32.207.71.187,1,0,0,0.75,62,167,913,85.86,759.03,48.385,-0.187925972,0
14-04-2025,22:06:00,285.36,deposit,tablet,United Kingdom,Europe,101.29.23.137,1,0,0,0.67,40,89,209,124.53,557.01,188.3376,1.399972446,0
13-04-2025,13:05:00,117.57,deposit,desktop,Nigeria,Africa,222.162.114.43,1,0,0,0.76,58,170,375,70.09,340.86,56.4336,-0.012793212,0
06-02-2025,15:31:00,43.27,transfer,mobile,United States,North America,109.121.230.48,1,0,0,0.3,40,65,720,124.79,188.62,60.578,-0.638387636,0
06-06-2025,15:55:00,42.13,transfer,mobile,Russia,Europe/Asia,39.29.83.241,1,0,0,0.77,46,12,556,46.49,340.06,19.3798,-0.647986259,0
28-01-2025,06:37:00,83.56,withdrawal,tablet,South Africa,Africa,213.176.12.178,1,0,0,0.6,50,1,919,116.68,244.46,66.848,-0.299152114,0
17-01-2025,01:35:00,241.74,transfer,mobile,Mexico,North America,15.165.191.185,1,0,0,0.58,71,167,875,87.95,573.56,203.0616,1.032698842,0
01-05-2025,13:33:00,190.01,purchase,tablet,Mexico,North America,105.57.156.151,1,0,1,0.8,35,40,808,68.86,408.17,76.004,0.597140302,0
15-03-2025,08:59:00,394.78,transfer,mobile,Mexico,North America,153.248.218.255,1,0,0,0.78,24,134,360,129.94,342.76,173.7032,2.321271798,0
24-05-2025,03:58:00,8.95,deposit,mobile,Brazil,South America,75.45.3.2,1,0,0,0.72,49,157,524,151.7,64.42,5.012,-0.927356689,0
28-06-2025,07:09:00,37.49,purchase,desktop,Mexico,North America,219.189.80.83,1,0,0,0.74,58,175,215,133.19,322.71,19.4948,-0.687054336,0
07-02-2025,04:30:00,10.03,transfer,desktop,United States,North America,52.38.68.237,1,0,0,0.66,24,178,307,101.65,199.93,6.8204,-0.918263258,0
05-05-2025,10:28:00,166.87,purchase,desktop,Japan,Asia,188.193.114.126,1,0,0,0.48,25,68,723,149.46,451.51,173.5448,0.402305107,0
19-01-2025,19:52:00,18.22,purchase,mobile,Japan,Asia,204.19.53.251,1,0,0,0.74,67,23,818,116.04,181.91,9.4744,-0.849304734,0
